Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,CoderAPCA,0,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,571.634,91.53,2.900,23.69,4.484.805,91.55
,,,,,,10,583.342,93.4,1.533,12.52,4.579.840,93.49
,,,,,,25,603.222,96.58,660,5.39,4.739.753,96.75
,,,,,,50,632.664,101.3,368,3.01,4.975.578,101.57
,,,,,,100,664.376,106.38,216,1.76,5.229.427,106.75
,,,,,,200,697.111,111.62,125,1.02,5.491.400,112.1
,,,,3,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 9, 4, 0, 8, 4, 0, 8, 4, 0, 7, 5, 0, 7, 5, 0, 7, 5, 0, 7, 5, 0, 7, 6, 0, 7, 6, 0, 7, 6, 0, 7, 6, 0, 7, 7, 0, 6, 7, 0, 6, 7, 0, 6, 6, 0, 6, 5, 0, 6, 5, 0, 6, 5, 0, 7, 5, 0, 7, 4, 0, 7, 4, 0, 6, 4, 0, 6, 4, 0, 6, 3, 0, 6, 3, 0, 6, 3, 0, 6, 3, 0, 6, 3, 0, 6, 3, 0, 6, 3, 1, 6, 3, 1, 6, 3, 1, 6, 3, 1, 6, 3, 1, 6, 3, 1, 5, 3, 1, 4, 2, 0, 4, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 2, 4, 0, 3, 6, 0, 3, 6, 0, 3, 6, 0, 4, 6, 0, 4, 6, 0, 4, 6, 0, 5, 6, 0, 5, 6, 0, 6, 6, 0, 6, 6, 0, 6, 5, 0, 6, 5, 0, 6, 5, 0, 6, 5, 0, 7, 5, 0, 7, 5, 0, 8, 5, 0, 8, 5, 0, 8, 5, 0, 8, 5, 0, 8, 5, 0, 7, 5, 0, 7, 5, 0, 6, 4, 0, 6, 4, 0, 5, 4, 0, 5, 4, 0, 5, 5, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 3, 1, 5, 3, 1, 5, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 2, 1, 4, 2, 1, 6, 2, 0, 2, 1, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 4, 4, 1, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 4, 4, 0, 5, 4, 0, 5, 4, 0, 6, 4, 0, 6, 4, 0, 7, 4, 0, 6, 4, 0, 5, 4, 0, 5, 4, 0, 6, 4, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 6, 4, 0, 5, 4, 0, 4, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 2, 4, 0, 2, 4, 0, 2, 4, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 2, 3, 0, 2, 3, 0, 2, 3, 0, 2, 3, 0, 2, 3, 0, 2, 3, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 1, 2, 0, 0, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,509.697,81.61,2.900,23.69,3.989.310,81.43
,,,,,,10,517.226,82.81,1.533,12.52,4.050.912,82.69
,,,,,,25,532.974,85.34,660,5.39,4.177.767,85.28
,,,,,,50,558.283,89.39,368,3.01,4.380.534,89.42
,,,,,,100,585.863,93.8,216,1.76,4.601.325,93.93
,,,,,,200,614.466,98.38,125,1.02,4.830.240,98.6
,,,,5,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 14, 7, 0, 14, 7, 0, 13, 7, 0, 12, 8, 0, 12, 8, 0, 11, 8, 0, 11, 9, 0, 12, 9, 0, 12, 10, 0, 12, 10, 0, 11, 11, 0, 11, 11, 0, 11, 11, 0, 11, 11, 0, 10, 10, 0, 10, 9, 0, 11, 8, 0, 11, 8, 0, 11, 8, 1, 11, 7, 1, 11, 7, 1, 11, 6, 1, 11, 6, 1, 10, 6, 1, 10, 6, 1, 10, 5, 1, 10, 5, 1, 10, 5, 1, 10, 5, 1, 10, 5, 1, 10, 5, 1, 10, 5, 1, 10, 5, 1, 10, 5, 1, 9, 5, 1, 8, 4, 1, 7, 4, 1, 6, 4, 1, 6, 4, 1, 5, 4, 1, 4, 4, 1, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 3, 7, 0, 5, 10, 0, 5, 10, 0, 6, 10, 0, 6, 9, 0, 7, 9, 0, 7, 9, 0, 8, 10, 0, 9, 9, 0, 10, 9, 0, 10, 9, 0, 10, 9, 0, 10, 9, 0, 10, 8, 0, 11, 8, 0, 12, 8, 0, 12, 8, 0, 13, 8, 0, 13, 8, 0, 13, 9, 0, 13, 9, 0, 13, 9, 0, 12, 8, 0, 11, 8, 0, 10, 7, 1, 10, 7, 1, 9, 7, 1, 9, 7, 1, 9, 8, 1, 8, 7, 1, 8, 7, 1, 8, 6, 1, 8, 6, 1, 8, 6, 1, 8, 5, 1, 8, 5, 1, 7, 5, 1, 7, 5, 1, 6, 5, 1, 6, 5, 1, 6, 4, 1, 7, 4, 1, 7, 4, 1, 7, 4, 1, 10, 3, 1, 3, 1, 1, 1, 0, 1, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 6, 6, 1, 6, 7, 0, 6, 7, 0, 6, 7, 0, 6, 7, 0, 6, 7, 0, 7, 6, 0, 7, 7, 0, 7, 7, 0, 8, 7, 0, 8, 7, 0, 9, 7, 0, 11, 7, 0, 11, 7, 0, 11, 7, 0, 9, 7, 0, 8, 7, 0, 10, 7, 0, 12, 6, 0, 12, 6, 0, 12, 6, 0, 12, 6, 0, 10, 6, 0, 8, 6, 0, 7, 7, 0, 5, 6, 1, 5, 6, 1, 4, 6, 1, 4, 6, 1, 4, 6, 1, 4, 6, 1, 4, 7, 1, 4, 6, 1, 4, 6, 1, 4, 6, 1, 4, 6, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 3, 4, 0, 3, 4, 0, 3, 4, 1, 3, 3, 1, 2, 3, 1, 0, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,468.604,75.03,2.900,23.69,3.660.570,74.72
,,,,,,10,473.158,75.76,1.533,12.52,3.698.368,75.49
,,,,,,25,486.152,77.84,660,5.39,3.803.189,77.63
,,,,,,50,508.707,81.45,368,3.01,3.983.922,81.32
,,,,,,100,533.532,85.43,216,1.76,4.182.679,85.38
,,,,,,200,559.381,89.56,125,1.02,4.389.560,89.6
,,,,10,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 29, 14, 1, 28, 14, 1, 26, 15, 1, 25, 16, 1, 24, 16, 1, 23, 17, 1, 23, 18, 1, 23, 18, 1, 24, 19, 1, 23, 20, 1, 22, 22, 1, 22, 23, 1, 21, 23, 1, 21, 22, 1, 20, 20, 1, 20, 18, 1, 21, 17, 1, 21, 15, 1, 22, 15, 1, 22, 15, 1, 22, 14, 1, 22, 13, 1, 21, 12, 1, 21, 11, 1, 20, 11, 2, 20, 11, 2, 19, 10, 2, 20, 10, 2, 20, 10, 2, 20, 10, 2, 21, 10, 2, 21, 10, 2, 21, 10, 2, 20, 10, 2, 19, 9, 2, 17, 9, 2, 15, 8, 2, 13, 8, 2, 11, 8, 2, 9, 8, 1, 9, 7, 2, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 7, 13, 1, 10, 19, 1, 11, 19, 1, 11, 19, 1, 12, 19, 1, 13, 19, 1, 15, 19, 1, 17, 19, 1, 18, 19, 1, 19, 19, 1, 20, 19, 1, 20, 18, 1, 20, 18, 1, 21, 17, 1, 21, 16, 1, 23, 16, 1, 24, 16, 1, 25, 16, 1, 26, 17, 1, 27, 17, 1, 27, 18, 1, 26, 17, 1, 24, 16, 1, 22, 15, 1, 21, 14, 1, 19, 14, 1, 18, 14, 1, 18, 15, 2, 17, 15, 2, 17, 15, 2, 16, 14, 2, 16, 13, 2, 16, 12, 2, 16, 11, 2, 16, 11, 2, 15, 11, 2, 14, 10, 2, 13, 10, 2, 13, 9, 2, 13, 9, 2, 13, 9, 2, 13, 8, 2, 14, 8, 2, 15, 8, 2, 20, 7, 2, 7, 3, 1, 1, 1, 1, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 12, 13, 2, 12, 14, 1, 13, 15, 1, 13, 14, 1, 12, 13, 1, 13, 13, 1, 13, 13, 1, 14, 13, 1, 14, 13, 1, 15, 13, 1, 17, 14, 1, 19, 14, 1, 21, 14, 1, 22, 14, 1, 22, 15, 1, 18, 15, 1, 17, 14, 1, 20, 13, 1, 23, 12, 1, 25, 12, 1, 25, 12, 1, 23, 12, 1, 21, 12, 1, 17, 13, 1, 14, 13, 1, 11, 13, 1, 10, 12, 1, 9, 12, 1, 8, 12, 1, 8, 12, 1, 9, 13, 1, 8, 13, 1, 8, 13, 1, 8, 13, 1, 8, 12, 1, 8, 11, 1, 9, 11, 1, 9, 10, 1, 9, 10, 1, 8, 10, 1, 8, 10, 1, 7, 10, 1, 7, 9, 1, 7, 9, 1, 7, 9, 1, 7, 8, 1, 6, 7, 1, 6, 6, 1, 5, 6, 1, 1, 2, 1, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,379.390,60.75,2.900,23.69,2.946.855,60.15
,,,,,,10,375.728,60.16,1.533,12.52,2.918.928,59.58
,,,,,,25,382.579,61.26,660,5.39,2.974.609,60.72
,,,,,,50,399.042,63.89,368,3.01,3.106.602,63.41
,,,,,,100,417.775,66.89,216,1.76,3.256.619,66.48
,,,,,,200,437.531,70.05,125,1.02,3.414.760,69.7
,,,,15,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 43, 21, 1, 41, 22, 1, 39, 22, 1, 37, 23, 1, 35, 24, 1, 34, 25, 1, 34, 26, 1, 35, 28, 1, 36, 29, 1, 35, 31, 1, 33, 32, 1, 33, 34, 1, 32, 34, 1, 32, 33, 1, 30, 31, 1, 30, 27, 1, 32, 25, 1, 32, 23, 1, 33, 23, 2, 33, 22, 2, 33, 21, 2, 32, 19, 2, 32, 18, 2, 31, 17, 2, 31, 17, 2, 30, 16, 2, 29, 15, 2, 29, 15, 2, 30, 15, 2, 31, 15, 3, 31, 15, 3, 31, 15, 3, 31, 15, 3, 30, 14, 3, 28, 14, 3, 25, 13, 3, 22, 12, 2, 19, 12, 2, 17, 12, 2, 14, 11, 2, 13, 11, 2, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 10, 20, 1, 16, 29, 1, 16, 29, 1, 17, 29, 1, 18, 28, 1, 20, 28, 1, 22, 28, 1, 25, 29, 1, 27, 28, 1, 29, 28, 1, 30, 28, 1, 30, 27, 1, 30, 26, 1, 31, 25, 1, 32, 24, 1, 35, 24, 1, 36, 24, 1, 38, 24, 1, 39, 25, 1, 40, 26, 1, 40, 27, 1, 39, 26, 1, 36, 24, 1, 33, 23, 1, 31, 21, 2, 29, 20, 2, 27, 21, 2, 26, 22, 2, 26, 23, 3, 25, 22, 3, 24, 21, 3, 25, 19, 3, 25, 18, 3, 24, 17, 3, 24, 16, 3, 23, 16, 3, 21, 15, 3, 20, 15, 3, 19, 14, 3, 19, 14, 3, 19, 13, 3, 20, 13, 3, 21, 12, 3, 22, 12, 3, 30, 10, 2, 10, 4, 2, 2, 1, 2, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 19, 19, 3, 19, 22, 1, 19, 22, 1, 19, 21, 1, 19, 20, 1, 19, 20, 1, 20, 19, 1, 20, 20, 1, 21, 20, 1, 23, 20, 1, 25, 21, 1, 28, 21, 1, 32, 21, 1, 34, 22, 1, 32, 22, 1, 27, 22, 1, 25, 21, 1, 30, 20, 1, 35, 19, 1, 37, 18, 1, 37, 18, 1, 35, 18, 1, 31, 19, 1, 25, 19, 1, 21, 20, 1, 16, 19, 2, 14, 18, 2, 13, 18, 2, 13, 18, 2, 13, 18, 2, 13, 19, 2, 13, 20, 2, 12, 19, 2, 12, 19, 2, 12, 18, 2, 13, 17, 2, 13, 16, 2, 13, 15, 2, 13, 15, 2, 12, 14, 2, 12, 14, 2, 11, 14, 2, 11, 14, 2, 11, 14, 2, 10, 13, 1, 10, 12, 1, 10, 11, 2, 8, 9, 2, 7, 9, 2, 1, 3, 1, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,328.979,52.67,2.900,23.69,2.543.565,51.92
,,,,,,10,317.652,50.86,1.533,12.52,2.454.320,50.1
,,,,,,25,320.546,51.32,660,5.39,2.478.345,50.59
,,,,,,50,333.360,53.38,368,3.01,2.581.146,52.69
,,,,,,100,348.444,55.79,216,1.76,2.701.971,55.15
,,,,,,200,364.551,58.37,125,1.02,2.830.920,57.79
,,,,20,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 58, 28, 1, 55, 29, 1, 53, 30, 1, 50, 31, 1, 47, 32, 1, 46, 34, 1, 46, 35, 1, 47, 37, 1, 48, 39, 2, 46, 41, 1, 44, 43, 1, 44, 46, 1, 42, 45, 1, 43, 45, 1, 40, 41, 1, 40, 36, 1, 42, 33, 2, 43, 31, 2, 44, 30, 2, 44, 29, 3, 44, 27, 3, 43, 26, 3, 42, 24, 3, 41, 23, 3, 41, 22, 3, 40, 21, 3, 39, 20, 3, 39, 20, 3, 40, 19, 3, 41, 20, 3, 42, 20, 3, 42, 20, 3, 42, 20, 3, 40, 19, 3, 37, 18, 3, 34, 18, 3, 30, 17, 3, 26, 16, 3, 22, 16, 3, 19, 15, 3, 18, 14, 3, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 13, 26, 1, 21, 38, 1, 21, 38, 1, 22, 38, 1, 24, 38, 1, 27, 38, 1, 30, 38, 1, 33, 38, 1, 36, 38, 1, 38, 38, 1, 40, 37, 1, 40, 36, 1, 41, 35, 1, 41, 34, 1, 43, 33, 1, 46, 32, 1, 48, 32, 1, 51, 32, 1, 52, 34, 1, 53, 34, 1, 54, 36, 1, 52, 35, 2, 48, 32, 2, 44, 30, 2, 41, 28, 2, 39, 27, 2, 37, 28, 3, 35, 29, 3, 34, 30, 4, 33, 29, 4, 33, 28, 4, 33, 25, 4, 33, 24, 5, 32, 23, 5, 32, 22, 5, 30, 21, 5, 29, 21, 5, 27, 20, 5, 26, 19, 4, 25, 18, 4, 26, 18, 4, 27, 17, 4, 28, 17, 4, 29, 16, 4, 41, 14, 3, 14, 6, 3, 3, 1, 3, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 25, 26, 4, 25, 29, 2, 26, 30, 1, 25, 28, 1, 25, 27, 1, 25, 26, 1, 26, 26, 1, 27, 26, 1, 28, 26, 1, 30, 27, 1, 33, 28, 1, 38, 28, 1, 42, 28, 1, 45, 29, 1, 43, 30, 1, 36, 30, 1, 34, 28, 1, 40, 27, 1, 46, 25, 1, 50, 24, 1, 50, 24, 1, 46, 24, 1, 41, 25, 1, 34, 26, 2, 27, 26, 2, 22, 26, 2, 19, 24, 2, 18, 23, 2, 17, 23, 2, 17, 24, 2, 17, 25, 2, 17, 26, 2, 17, 26, 2, 16, 25, 2, 16, 24, 2, 17, 23, 2, 18, 22, 2, 18, 20, 2, 17, 20, 2, 16, 19, 2, 15, 19, 2, 15, 19, 2, 14, 19, 2, 14, 18, 2, 14, 18, 2, 13, 16, 2, 13, 14, 2, 11, 12, 3, 9, 12, 3, 1, 3, 1, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,295.395,47.3,2.900,23.69,2.274.900,46.44
,,,,,,10,276.234,44.23,1.533,12.52,2.122.976,43.34
,,,,,,25,275.543,44.12,660,5.39,2.118.319,43.24
,,,,,,50,285.700,45.74,368,3.01,2.199.870,44.91
,,,,,,100,298.137,47.74,216,1.76,2.299.513,46.94
,,,,,,200,311.596,49.89,125,1.02,2.407.280,49.14
